表記,読み,品詞,語種
謄写,トウシャ,名詞-普通名詞-サ変可能,漢
じゅらく,ジュラク,名詞-普通名詞-一般,漢
サナトリウム,サナトリウム,名詞-普通名詞-一般,外
前職,ゼンショク,名詞-普通名詞-一般,漢
導線,ドウセン,名詞-普通名詞-一般,漢
白峰,ハクホウ,名詞-普通名詞-一般,漢
軽油,ケイユ,名詞-普通名詞-一般,漢
焦眉,ショウビ,名詞-普通名詞-一般,漢
一矢,イッシ,名詞-普通名詞-副詞可能,漢
精強,セイキョウ,名詞-普通名詞-形状詞可能,漢
ナルシシズム,ナルシシズム,名詞-普通名詞-一般,外
歯痛,シツウ,名詞-普通名詞-一般,漢
用量,ヨウリョウ,名詞-普通名詞-一般,漢
治政,チセイ,名詞-普通名詞-一般,漢
滅私,メッシ,名詞-普通名詞-一般,漢
朔日,サクジツ,名詞-普通名詞-一般,漢
のうろう,ノウロウ,名詞-普通名詞-一般,漢
偉丈夫,イジョウフ,名詞-普通名詞-一般,漢
球技,キュウギ,名詞-普通名詞-一般,漢
ペシミズム,ペシミズム,名詞-普通名詞-一般,外
通風,ツウフウ,名詞-普通名詞-一般,漢
半農,ハンノウ,名詞-普通名詞-一般,漢
不休,フキュウ,名詞-普通名詞-一般,漢
整腸,セイチョウ,名詞-普通名詞-一般,漢
拝金,ハイキン,名詞-普通名詞-一般,漢
ブーメラン,ブーメラン,名詞-普通名詞-一般,外
急患,キュウカン,名詞-普通名詞-一般,漢
信望,シンボウ,名詞-普通名詞-一般,漢
仕事師,シゴトシ,名詞-普通名詞-一般,混
導出,ドウシュツ,名詞-普通名詞-サ変可能,漢
処断,ショダン,名詞-普通名詞-サ変可能,漢
省察,セイサツ,名詞-普通名詞-サ変可能,漢
放埒,ホウラツ,名詞-普通名詞-形状詞可能,漢
心機,シンキ,名詞-普通名詞-一般,漢
内陣,ナイジン,名詞-普通名詞-一般,漢
アポイント,アポイント,名詞-普通名詞-一般,外
遺領,イリョウ,名詞-普通名詞-一般,漢
総崩れ,ソウクズレ,名詞-普通名詞-一般,混
一難,イチナン,名詞-普通名詞-一般,漢
食指,ショクシ,名詞-普通名詞-一般,漢
与件,ヨケン,名詞-普通名詞-一般,漢
はく製,ハクセイ,名詞-普通名詞-一般,漢
陶磁,トウジ,名詞-普通名詞-一般,漢
開運,カイウン,名詞-普通名詞-一般,漢
腹式,フクシキ,名詞-普通名詞-一般,漢
半人,ハンニン,名詞-普通名詞-一般,漢
スタグフレーション,スタグフレーション,名詞-普通名詞-一般,外
コーリャン,コーリャン,名詞-普通名詞-一般,外
心眼,シンガン,名詞-普通名詞-一般,漢
ジェネレーション,ジェネレーション,名詞-普通名詞-サ変可能,外
身命,シンミョウ,名詞-普通名詞-一般,漢
パルメザン,パルメザン,名詞-普通名詞-一般,外
打線,ダセン,名詞-普通名詞-一般,漢
相思,ソウシ,名詞-普通名詞-一般,漢
絶食,ゼッショク,名詞-普通名詞-サ変可能,漢
オフサイド,オフサイド,名詞-普通名詞-一般,外
赤銅,シャクドウ,名詞-普通名詞-一般,漢
随想,ズイソウ,名詞-普通名詞-一般,漢
アルミ箔,アルミハク,名詞-普通名詞-一般,混
寒中,カンチュウ,名詞-普通名詞-一般,漢
朗詠,ロウエイ,名詞-普通名詞-サ変可能,漢
転属,テンゾク,名詞-普通名詞-サ変可能,漢
暴漢,ボウカン,名詞-普通名詞-一般,漢
珍種,チンシュ,名詞-普通名詞-一般,漢
制海,セイカイ,名詞-普通名詞-一般,漢
震盪,シントウ,名詞-普通名詞-サ変可能,漢
館主,カンシュ,名詞-普通名詞-一般,漢
七転,シチテン,名詞-普通名詞-一般,漢
カトリシズム,カトリシズム,名詞-普通名詞-一般,外
パ・リーグ,パリーグ,名詞-普通名詞-一般,外
マラ,マラ,名詞-普通名詞-一般,外
修景,シュウケイ,名詞-普通名詞-一般,漢
曲解,キョッカイ,名詞-普通名詞-サ変可能,漢
フットワーク,フットワーク,名詞-普通名詞-一般,外
アロハ,アロハ,名詞-普通名詞-一般,外
リグ,リグ,名詞-普通名詞-一般,外
ビー玉,ビーダマ,名詞-普通名詞-一般,混
ラサ,ラサ,名詞-普通名詞-一般,外
えんさ,エンサ,名詞-普通名詞-サ変可能,漢
半畳,ハンジョウ,名詞-普通名詞-一般,漢
レゲエ,レゲエ,名詞-普通名詞-一般,外
メーラー,メーラー,名詞-普通名詞-一般,外
霊気,レイキ,名詞-普通名詞-一般,漢
サブタイトル,サブタイトル,名詞-普通名詞-一般,外
無勢,ブゼイ,名詞-普通名詞-一般,漢
制帽,セイボウ,名詞-普通名詞-一般,漢
詠唱,エイショウ,名詞-普通名詞-サ変可能,漢
ダンパー,ダンパー,名詞-普通名詞-一般,外
とうりゅう,トウリュウ,名詞-普通名詞-一般,漢
官営,カンエイ,名詞-普通名詞-一般,漢
敏速,ビンソク,名詞-普通名詞-形状詞可能,漢
シャル,シャル,名詞-普通名詞-一般,外
忠勤,チュウキン,名詞-普通名詞-一般,漢
円通,エンツウ,名詞-普通名詞-一般,漢
友誼,ユウギ,名詞-普通名詞-一般,漢
新星,シンセイ,名詞-普通名詞-一般,漢
高一,コウイチ,名詞-普通名詞-一般,漢
レジュメ,レジュメ,名詞-普通名詞-一般,外
栄枯,エイコ,名詞-普通名詞-一般,漢
マシュマロ,マシュマロ,名詞-普通名詞-一般,外
阻喪,ソソウ,名詞-普通名詞-サ変可能,漢
ハミング,ハミング,名詞-普通名詞-サ変可能,外
活版,カッパン,名詞-普通名詞-一般,漢
同罪,ドウザイ,名詞-普通名詞-一般,漢
矩形,クケイ,名詞-普通名詞-一般,漢
善政,ゼンセイ,名詞-普通名詞-一般,漢
再任,サイニン,名詞-普通名詞-サ変可能,漢
じゅっこう,ジュッコウ,名詞-普通名詞-サ変可能,漢
遍照,ヘンジョウ,名詞-普通名詞-一般,漢
諸仏,ショブツ,名詞-普通名詞-一般,漢
アイロニー,アイロニー,名詞-普通名詞-一般,外
アライアンス,アライアンス,名詞-普通名詞-一般,外
ヒューマニスト,ヒューマニスト,名詞-普通名詞-一般,外
一案,イチアン,名詞-普通名詞-一般,漢
郷村,ゴウソン,名詞-普通名詞-一般,漢
ウイークリー,ウイークリー,名詞-普通名詞-一般,外
分冊,ブンサツ,名詞-普通名詞-サ変可能,漢
ふかん,フカン,名詞-普通名詞-一般,漢
鮮人,センジン,名詞-普通名詞-一般,漢
ハウジング,ハウジング,名詞-普通名詞-一般,外
パッキン,パッキン,名詞-普通名詞-一般,外
採石,サイセキ,名詞-普通名詞-サ変可能,漢
成約,セイヤク,名詞-普通名詞-サ変可能,漢
黄葉,コウヨウ,名詞-普通名詞-サ変可能,漢
税引き,ゼイビキ,名詞-普通名詞-一般,混
サスペンション,サスペンション,名詞-普通名詞-一般,外
飯台,ハンダイ,名詞-普通名詞-一般,漢
ウォーターフロント,ウォーターフロント,名詞-普通名詞-一般,外
科料,カリョウ,名詞-普通名詞-一般,漢
アナーキスト,アナーキスト,名詞-普通名詞-一般,外
裁可,サイカ,名詞-普通名詞-サ変可能,漢
作業,サギョウ,名詞-普通名詞-一般,混
ジェル,ジェル,名詞-普通名詞-一般,外
別院,ベツイン,名詞-普通名詞-一般,漢
船籍,センセキ,名詞-普通名詞-一般,漢
聖天,セイテン,名詞-普通名詞-一般,漢
小藩,ショウハン,名詞-普通名詞-一般,漢
林床,リンショウ,名詞-普通名詞-一般,漢
ぶりょう,ブリョウ,名詞-普通名詞-形状詞可能,漢
北朝,ホクチョウ,名詞-普通名詞-一般,漢
大言,タイゲン,名詞-普通名詞-サ変可能,漢
士卒,シソツ,名詞-普通名詞-一般,漢
マール,マール,名詞-普通名詞-一般,外
押捺,オウナツ,名詞-普通名詞-サ変可能,漢
回国,カイコク,名詞-普通名詞-サ変可能,漢
堂本,ドウモト,名詞-普通名詞-一般,混
歩き,アルキ,名詞-普通名詞-一般,外
貴社,キシャ,名詞-普通名詞-一般,漢
反英,ハンエイ,名詞-普通名詞-一般,漢
内意,ナイイ,名詞-普通名詞-一般,漢
巨視,キョシ,名詞-普通名詞-一般,漢
欠格,ケッカク,名詞-普通名詞-一般,漢
農兵,ノウヘイ,名詞-普通名詞-一般,漢
消音,ショウオン,名詞-普通名詞-一般,漢
原付き,ゲンツキ,名詞-普通名詞-一般,混
フォワード,フォワード,名詞-普通名詞-一般,外
長久,チョウキュウ,名詞-普通名詞-一般,漢
暗転,アンテン,名詞-普通名詞-サ変可能,漢
対物,タイブツ,名詞-普通名詞-一般,漢
きん差,キンサ,名詞-普通名詞-一般,漢
読誦,ドクショウ,名詞-普通名詞-サ変可能,漢
州法,シュウホウ,名詞-普通名詞-一般,漢
収用,シュウヨウ,名詞-普通名詞-サ変可能,漢
開削,カイサク,名詞-普通名詞-サ変可能,漢
段違い,ダンチガイ,名詞-普通名詞-形状詞可能,混
ベルベット,ベルベット,名詞-普通名詞-一般,外
エミッション,エミッション,名詞-普通名詞-一般,外
キャタピラー,キャタピラー,名詞-普通名詞-一般,外
家格,カカク,名詞-普通名詞-一般,漢
再選,サイセン,名詞-普通名詞-サ変可能,漢
福徳,フクトク,名詞-普通名詞-一般,漢
法曹,ホウソウ,名詞-普通名詞-一般,漢
わしゃ,ワシャ,名詞-普通名詞-一般,漢
人臣,ジンシン,名詞-普通名詞-一般,漢
狂奔,キョウホン,名詞-普通名詞-サ変可能,漢
ミレニアム,ミレニアム,名詞-普通名詞-一般,外
恩情,オンジョウ,名詞-普通名詞-一般,漢
デポジット,デポジット,名詞-普通名詞-一般,外
文盲,モンモウ,名詞-普通名詞-一般,漢
光画,コウガ,名詞-普通名詞-一般,漢
激闘,ゲキトウ,名詞-普通名詞-サ変可能,漢
州境,シュウキョウ,名詞-普通名詞-一般,漢
秒読み,ビョウヨミ,名詞-普通名詞-一般,混
膏薬,コウヤク,名詞-普通名詞-一般,漢
多才,タサイ,名詞-普通名詞-形状詞可能,漢
メラニン,メラニン,名詞-普通名詞-一般,外
粗放,ソホウ,名詞-普通名詞-形状詞可能,漢
句碑,クヒ,名詞-普通名詞-一般,漢
ダンピング,ダンピング,名詞-普通名詞-サ変可能,外
宿賃,ヤドチン,名詞-普通名詞-一般,混
雲上,ウンジョウ,名詞-普通名詞-一般,漢
ナイトクラブ,ナイトクラブ,名詞-普通名詞-一般,外
霊安,レイアン,名詞-普通名詞-一般,漢
僧綱,ソウゴウ,名詞-普通名詞-一般,漢
試金,シキン,名詞-普通名詞-一般,漢
野手,ヤシュ,名詞-普通名詞-一般,漢
ラード,ラード,名詞-普通名詞-一般,外
血税,ケツゼイ,名詞-普通名詞-一般,漢
金平糖,コンペイトー,名詞-普通名詞-一般,外
ティールーム,ティールーム,名詞-普通名詞-一般,外
カップリング,カップリング,名詞-普通名詞-サ変可能,外
挫傷,ザショウ,名詞-普通名詞-サ変可能,漢
自省,ジセイ,名詞-普通名詞-サ変可能,漢
除菌,ジョキン,名詞-普通名詞-サ変可能,漢
カスタード,カスタード,名詞-普通名詞-一般,外
スキューバ,スキューバ,名詞-普通名詞-一般,外
永眠,エイミン,名詞-普通名詞-サ変可能,漢
合憲,ゴウケン,名詞-普通名詞-一般,漢
私心,シシン,名詞-普通名詞-一般,漢
権能,ケンノウ,名詞-普通名詞-一般,漢
歩留まり,ブドマリ,名詞-普通名詞-一般,混
押領,オウリョウ,名詞-普通名詞-サ変形状詞可能,漢
剛毛,ゴウモウ,名詞-普通名詞-一般,漢
苦衷,クチュウ,名詞-普通名詞-一般,漢
チョゴリ,チョゴリ,名詞-普通名詞-一般,外
定常,テイジョウ,名詞-普通名詞-形状詞可能,漢
消炎,ショウエン,名詞-普通名詞-サ変可能,漢
産科,サンカ,名詞-普通名詞-一般,漢
所掌,ショショウ,名詞-普通名詞-サ変可能,漢
熱傷,ネッショウ,名詞-普通名詞-一般,漢
どうもく,ドウモク,名詞-普通名詞-サ変可能,漢
懐旧,カイキュウ,名詞-普通名詞-一般,漢
国論,コクロン,名詞-普通名詞-一般,漢
改憲,カイケン,名詞-普通名詞-一般,漢
木阿弥,モクアミ,名詞-普通名詞-一般,混
佳作,カサク,名詞-普通名詞-一般,漢
死力,シリョク,名詞-普通名詞-一般,漢
両山,リョウザン,名詞-普通名詞-一般,漢
諸王,ショオウ,名詞-普通名詞-一般,漢
窮迫,キュウハク,名詞-普通名詞-サ変可能,漢
検地,ケンチ,名詞-普通名詞-サ変可能,漢
マウンド,マウンド,名詞-普通名詞-一般,外
農繁,ノウハン,名詞-普通名詞-一般,漢
ジョッキー,ジョッキー,名詞-普通名詞-一般,外
女医,ジョイ,名詞-普通名詞-一般,外
ワンダフル,ワンダフル,名詞-普通名詞-形状詞可能,外
象限,ショウゲン,名詞-普通名詞-一般,漢
マンボ,マンボ,名詞-普通名詞-一般,外
俗信,ゾクシン,名詞-普通名詞-一般,漢
愚直,グチョク,名詞-普通名詞-形状詞可能,漢
性善,セイゼン,名詞-普通名詞-一般,漢
低落,テイラク,名詞-普通名詞-サ変可能,漢
念書,ネンショ,名詞-普通名詞-一般,漢
自派,ジハ,名詞-普通名詞-一般,漢
瑞,ズイ,名詞-普通名詞-一般,漢
勲,クン,名詞-普通名詞-一般,漢
腹背,フクハイ,名詞-普通名詞-一般,漢
所載,ショサイ,名詞-普通名詞-一般,漢
剣技,ケンギ,名詞-普通名詞-一般,漢
抄出,ショウシュツ,名詞-普通名詞-サ変可能,漢
版権,ハンケン,名詞-普通名詞-一般,漢
斜視,シャシ,名詞-普通名詞-一般,漢
宝剣,ホウケン,名詞-普通名詞-一般,漢
日劇,ニチゲキ,名詞-普通名詞-一般,漢
クライミング,クライミング,名詞-普通名詞-一般,外
米価,ベイカ,名詞-普通名詞-一般,漢
掩護,エンゴ,名詞-普通名詞-サ変可能,漢
前哨,ゼンショウ,名詞-普通名詞-一般,漢
一如,イチニョ,名詞-普通名詞-一般,漢
テークアウト,テークアウト,名詞-普通名詞-サ変可能,外
せいろ,セイロ,名詞-普通名詞-一般,漢
成婚,セイコン,名詞-普通名詞-一般,漢
くどき,クドキ,名詞-普通名詞-一般,混
闘鶏,トウケイ,名詞-普通名詞-一般,漢
絶後,ゼツゴ,名詞-普通名詞-一般,漢
棋士,キシ,名詞-普通名詞-一般,漢
ブースター,ブースター,名詞-普通名詞-一般,外
ゲンゴロウ,ゲンゴロウ,名詞-普通名詞-一般,漢
官界,カンカイ,名詞-普通名詞-一般,漢
もうりょう,モウリョウ,名詞-普通名詞-一般,漢
皇軍,コウグン,名詞-普通名詞-一般,漢
学寮,ガクリョウ,名詞-普通名詞-一般,漢
秋水,シュウスイ,名詞-普通名詞-一般,漢
土田,ハンダ,名詞-普通名詞-一般,混
シガー,シガー,名詞-普通名詞-一般,外
会戦,カイセン,名詞-普通名詞-サ変可能,漢
栴檀,センダン,名詞-普通名詞-一般,漢
三つどもえ,ミツドモエ,名詞-普通名詞-一般,混
狂熱,キョウネツ,名詞-普通名詞-サ変可能,漢
車高,シャコウ,名詞-普通名詞-一般,漢
遍在,ヘンザイ,名詞-普通名詞-サ変可能,漢
リース,リース,名詞-普通名詞-一般,外
違背,イハイ,名詞-普通名詞-サ変可能,漢
近縁,キンエン,名詞-普通名詞-形状詞可能,漢
カルキ,カルキ,名詞-普通名詞-一般,外
閉幕,ヘイマク,名詞-普通名詞-サ変可能,漢
擬音,ギオン,名詞-普通名詞-一般,漢
習練,シュウレン,名詞-普通名詞-サ変可能,漢
黄疸,オウダン,名詞-普通名詞-一般,漢
老兵,ロウヘイ,名詞-普通名詞-一般,漢
そんたく,ソンタク,名詞-普通名詞-サ変可能,漢
鋳鉄,チュウテツ,名詞-普通名詞-一般,漢
アシスト,アシスト,名詞-普通名詞-サ変可能,外
天人,テンジン,名詞-普通名詞-一般,漢
消長,ショウチョウ,名詞-普通名詞-サ変可能,漢
満悦,マンエツ,名詞-普通名詞-サ変可能,漢
尚武,ショウブ,名詞-普通名詞-一般,漢
チュニック,チュニック,名詞-普通名詞-一般,外
モノローグ,モノローグ,名詞-普通名詞-一般,外
妾腹,ショウフク,名詞-普通名詞-一般,漢
同点,ドウテン,名詞-普通名詞-一般,漢
男運,オトコウン,名詞-普通名詞-一般,混
