"見出し語彙素
Lexeme","標準的（新聞）表記
Standard (Newspaper) Orthography","標準的読み方（カタカナ）
Standard Reading (Katakana)","品詞
Part of Speech","
語種
Word Origin Type"
不倶,フグ,フグ,名詞-普通名詞-一般,漢
晦日,晦日,カイジツ,名詞-普通名詞-一般,漢
安居,あんご,アンゴ,名詞-普通名詞-一般,漢
薬液,薬液,ヤクエキ,名詞-普通名詞-一般,漢
更改,更改,コウカイ,名詞-普通名詞-サ変可能,漢
香草,香草,コウソウ,名詞-普通名詞-一般,漢
訴追,訴追,ソツイ,名詞-普通名詞-サ変可能,漢
在家,在家,ザイケ,名詞-普通名詞-一般,漢
面皮,面皮,メンピ,名詞-普通名詞-一般,漢
糾合,糾合,キュウゴウ,名詞-普通名詞-サ変可能,漢
成道,成道,ジョウドウ,名詞-普通名詞-サ変可能,漢
詠,詠,エイ,名詞-普通名詞-一般,漢
安逸,安逸,アンイツ,名詞-普通名詞-形状詞可能,漢
富岳,富岳,フガク,名詞-普通名詞-一般,漢
ファラオ,ファラオ,ファラオ,名詞-普通名詞-一般,外
肉付け,肉付け,ニクヅケ,名詞-普通名詞-一般,混
園丁,園丁,エンテイ,名詞-普通名詞-一般,漢
聖句,聖句,セイク,名詞-普通名詞-一般,漢
いちゃもん,いちゃもん,イチャモン,名詞-普通名詞-一般,混
アナーキズム,アナーキズム,アナーキズム,名詞-普通名詞-一般,外
五男,五男,ゴナン,名詞-普通名詞-一般,漢
風波,風波,フウハ,名詞-普通名詞-一般,漢
法蔵,法蔵,ホウゾウ,名詞-普通名詞-一般,漢
実働,実働,ジツドウ,名詞-普通名詞-サ変可能,漢
謝恩,謝恩,シャオン,名詞-普通名詞-サ変可能,漢
ジャグジー,ジャグジー,ジャグジー,名詞-普通名詞-一般,外
台形,台形,ダイケイ,名詞-普通名詞-一般,漢
性懲り,性こり,ショウコリ,名詞-普通名詞-一般,混
糞便,糞便,フンベン,名詞-普通名詞-一般,漢
怪鳥,怪鳥,カイチョウ,名詞-普通名詞-一般,漢
プロムナード,プロムナード,プロムナード,名詞-普通名詞-一般,外
拝受,拝受,ハイジュ,名詞-普通名詞-サ変可能,漢
石棺,石棺,セッカン,名詞-普通名詞-一般,漢
魔人,魔人,マジン,名詞-普通名詞-一般,漢
半時,半時,ハントキ,名詞-普通名詞-一般,混
兼行,兼行,ケンコウ,名詞-普通名詞-サ変可能,漢
議場,議場,ギジョウ,名詞-普通名詞-一般,漢
他部,他部,タブ,名詞-普通名詞-一般,漢
元勲,元勲,ゲンクン,名詞-普通名詞-一般,漢
ナビゲーター,ナビゲーター,ナビゲーター,名詞-普通名詞-一般,外
心音,心音,シンオン,名詞-普通名詞-一般,漢
銅線,銅線,ドウセン,名詞-普通名詞-一般,漢
送出,送出,ソウシュツ,名詞-普通名詞-サ変可能,漢
皆既,皆既,カイキ,名詞-普通名詞-一般,漢
万化,万化,バンカ,名詞-普通名詞-サ変可能,漢
茶汲み,茶くみ,チャクミ,名詞-普通名詞-一般,混
白夜,白夜,ビャクヤ,名詞-普通名詞-一般,漢
偏頗,偏頗,ヘンパ,名詞-普通名詞-形状詞可能,漢
エアロ,エアロ,エアロ,名詞-普通名詞-一般,外
今秋,今秋,コンシュウ,名詞-普通名詞-副詞可能,漢
ラムネ,ラムネ,ラムネ,名詞-普通名詞-一般,外
公簿,公簿,コウボ,名詞-普通名詞-一般,漢
国士,国士,コクシ,名詞-普通名詞-一般,漢
国字,国字,コクジ,名詞-普通名詞-一般,漢
保線,保線,ホセン,名詞-普通名詞-一般,漢
唐王,唐王,トウオウ,名詞-普通名詞-一般,漢
打点,打点,ダテン,名詞-普通名詞-サ変可能,漢
等高,等高,トウコウ,名詞-普通名詞-一般,漢
会心,会心,カイシン,名詞-普通名詞-一般,漢
ドロー,ドロー,ドロー,名詞-普通名詞-一般,外
ラッカー,ラッカー,ラッカー,名詞-普通名詞-一般,外
斬殺,斬殺,ザンサツ,名詞-普通名詞-サ変可能,漢
スンニ,スンニ,スンニ,名詞-普通名詞-一般,外
沈香,沈香,ジンコウ,名詞-普通名詞-一般,漢
西京,西京,サイキョウ,名詞-普通名詞-一般,漢
倒閣,倒閣,トウカク,名詞-普通名詞-サ変可能,漢
切歯,切歯,セッシ,名詞-普通名詞-一般,漢
征長,征長,セイチョウ,名詞-普通名詞-一般,漢
追捕,追捕,ツイブ,名詞-普通名詞-サ変可能,漢
入定,入定,ニュウジョウ,名詞-普通名詞-サ変可能,漢
砲手,砲手,ホウシュ,名詞-普通名詞-一般,漢
協奏,協奏,キョウソウ,名詞-普通名詞-一般,漢
転地,転地,テンチ,名詞-普通名詞-サ変可能,漢
各校,各校,カクコウ,名詞-普通名詞-一般,漢
グレープ,グレープ,グレープ,名詞-普通名詞-一般,外
暴論,暴論,ボウロン,名詞-普通名詞-一般,漢
中ソ,中ソ,チュウソ,名詞-普通名詞-一般,混
羅刹,らせつ,ラセツ,名詞-普通名詞-一般,外
艦戦,艦戦,カンセン,名詞-普通名詞-一般,漢
大悲,大悲,ダイヒ,名詞-普通名詞-一般,漢
水盤,水盤,スイバン,名詞-普通名詞-一般,漢
発願,発願,ホツガン,名詞-普通名詞-サ変可能,漢
慰撫,イブ,イブ,名詞-普通名詞-サ変可能,漢
ラビ,ラビ,ラビ,名詞-普通名詞-一般,外
醜聞,醜聞,シュウブン,名詞-普通名詞-一般,漢
クエーカー,クエーカー,クエーカー,名詞-普通名詞-一般,外
前傾,前傾,ゼンケイ,名詞-普通名詞-サ変可能,漢
世事,世事,セジ,名詞-普通名詞-一般,漢
抄本,抄本,ショウホン,名詞-普通名詞-一般,漢
半眼,ハンガン,ハンガン,名詞-普通名詞-一般,漢
厳戒,厳戒,ゲンカイ,名詞-普通名詞-サ変可能,漢
米寿,米寿,ベイジュ,名詞-普通名詞-一般,漢
対自,対自,タイジ,名詞-普通名詞-一般,漢
ゴート,ゴート,ゴート,名詞-普通名詞-一般,固
ブルーベリー,ブルーベリー,ブルーベリー,名詞-普通名詞-一般,外
パブリシティー,パブリシティー,パブリシティー,名詞-普通名詞-一般,外
軽傷,軽傷,ケイショウ,名詞-普通名詞-一般,漢
人界,じんかい,ジンカイ,名詞-普通名詞-一般,漢
願文,願文,ガンモン,名詞-普通名詞-一般,漢
茶話,茶話,サワ,名詞-普通名詞-一般,漢
進水,進水,シンスイ,名詞-普通名詞-サ変可能,漢
表土,表土,ヒョウド,名詞-普通名詞-一般,漢
豊漁,豊漁,ホウリョウ,名詞-普通名詞-一般,漢
銀子,銀子,ギンス,名詞-普通名詞-一般,漢
メリヤス,メリヤス,メリヤス,名詞-普通名詞-一般,外
四足,四足,シソク,名詞-普通名詞-一般,漢
大恩,大恩,ダイオン,名詞-普通名詞-一般,漢
シンフォニー,シンフォニー,シンフォニー,名詞-普通名詞-一般,外
メントール,メントール,メントール,名詞-普通名詞-一般,外
神獣,神獣,シンジュウ,名詞-普通名詞-一般,漢
ゲートル,ゲートル,ゲートル,名詞-普通名詞-一般,外
偽作,偽作,ギサク,名詞-普通名詞-サ変可能,漢
茶摘み,茶摘み,チャツミ,名詞-普通名詞-一般,混
黒ん坊,黒ん坊,クロンボウ,名詞-普通名詞-一般,混
水酸,水酸,スイサン,名詞-普通名詞-一般,漢
牛頭,牛頭,ゴズ,名詞-普通名詞-一般,漢
糾明,糾明,キュウメイ,名詞-普通名詞-サ変可能,漢
飛び級,飛び級,トビキュウ,名詞-普通名詞-一般,混
小脳,小脳,ショウノウ,名詞-普通名詞-一般,漢
天朝,天朝,テンチョウ,名詞-普通名詞-一般,漢
応召,応召,オウショウ,名詞-普通名詞-サ変可能,漢
前座,前座,ゼンザ,名詞-普通名詞-一般,漢
酒税,酒税,シュゼイ,名詞-普通名詞-一般,漢
ゴング,ゴング,ゴング,名詞-普通名詞-一般,外
淫蕩,淫蕩,イントウ,名詞-普通名詞-形状詞可能,漢
極北,極北,キョクホク,名詞-普通名詞-一般,漢
車代,車代,クルマダイ,名詞-普通名詞-一般,混
タンデム,タンデム,タンデム,名詞-普通名詞-一般,外
塾頭,塾頭,ジュクトウ,名詞-普通名詞-一般,漢
共食,共食,キョウショク,名詞-普通名詞-サ変可能,漢
リメーク,リメーク,リメーク,名詞-普通名詞-サ変可能,外
伸び率,伸び率,ノビリツ,名詞-普通名詞-一般,混
判旨,判旨,ハンシ,名詞-普通名詞-一般,漢
操船,操船,ソウセン,名詞-普通名詞-一般,漢
デント,デンと,デント,名詞-普通名詞-一般,外
か行,家業,カギョウ,名詞-普通名詞-一般,混
霊障,霊障,レイショウ,名詞-普通名詞-一般,漢
絶筆,絶筆,ゼッピツ,名詞-普通名詞-一般,漢
馬賊,馬賊,バゾク,名詞-普通名詞-一般,漢
ロンド,ロンド,ロンド,名詞-普通名詞-一般,外
誤読,誤読,ゴドク,名詞-普通名詞-サ変可能,漢
礎石,礎石,ソセキ,名詞-普通名詞-一般,漢
現生,現生,ゲンセイ,名詞-普通名詞-一般,漢
エクリチュール,エクリチュール,エクリチュール,名詞-普通名詞-一般,外
廃寺,廃寺,ハイジ,名詞-普通名詞-一般,漢
柔弱,柔弱,ニュウジャク,名詞-普通名詞-形状詞可能,漢
サフ,左府,サフ,名詞-普通名詞-一般,外
体表,体表,タイヒョウ,名詞-普通名詞-一般,漢
大功,大功,タイコウ,名詞-普通名詞-一般,漢
命婦,命婦,ミョウブ,名詞-普通名詞-一般,漢
目礼,目礼,モクレイ,名詞-普通名詞-サ変可能,漢
耐水,耐水,タイスイ,名詞-普通名詞-一般,漢
休刊,休刊,キュウカン,名詞-普通名詞-サ変可能,漢
本宅,本宅,ホンタク,名詞-普通名詞-一般,漢
テノール,テノール,テノール,名詞-普通名詞-一般,外
航戦,航戦,コウセン,名詞-普通名詞-サ変可能,漢
野趣,野趣,ヤシュ,名詞-普通名詞-一般,漢
励起,励起,レイキ,名詞-普通名詞-サ変可能,漢
風圧,風圧,フウアツ,名詞-普通名詞-一般,漢
磔刑,たっけい,タッケイ,名詞-普通名詞-一般,漢
他山,他山,タザン,名詞-普通名詞-一般,漢
レシオ,レシオ,レシオ,名詞-普通名詞-一般,外
貴国,貴国,キコク,名詞-普通名詞-一般,漢
南郊,南郊,ナンコウ,名詞-普通名詞-一般,漢
守銭,守銭,シュセン,名詞-普通名詞-一般,漢
プラネット,プラネット,プラネット,名詞-普通名詞-一般,外
停学,停学,テイガク,名詞-普通名詞-一般,漢
容色,容色,ヨウショク,名詞-普通名詞-一般,漢
酸度,酸度,サンド,名詞-普通名詞-一般,漢
三才,三才,サンサイ,名詞-普通名詞-一般,漢
火勢,火勢,カセイ,名詞-普通名詞-一般,漢
スエード,スエード,スエード,名詞-普通名詞-一般,外
論究,論究,ロンキュウ,名詞-普通名詞-サ変可能,漢
奇談,奇談,キダン,名詞-普通名詞-一般,漢
酪,酪,ラク,名詞-普通名詞-一般,漢
機序,機序,キジョ,名詞-普通名詞-一般,漢
全学,全学,ゼンガク,名詞-普通名詞-一般,漢
三韓,三韓,サンカン,名詞-普通名詞-一般,漢
気宇,気宇,キウ,名詞-普通名詞-一般,漢
傷痍,傷痍,ショウイ,名詞-普通名詞-一般,漢
句会,句会,クカイ,名詞-普通名詞-一般,漢
鏡像,鏡像,キョウゾウ,名詞-普通名詞-一般,漢
長剣,長剣,チョウケン,名詞-普通名詞-一般,漢
茶筒,茶筒,チャヅツ,名詞-普通名詞-一般,混
再犯,再犯,サイハン,名詞-普通名詞-一般,漢
皇祖,皇祖,コウソ,名詞-普通名詞-一般,漢
異記,異記,イキ,名詞-普通名詞-一般,漢
ルーペ,ルーペ,ルーペ,名詞-普通名詞-一般,外
フェンダー,フェンダー,フェンダー,名詞-普通名詞-一般,外
甘言,甘言,カンゲン,名詞-普通名詞-一般,漢
遠雷,遠雷,エンライ,名詞-普通名詞-一般,漢
後陣,後陣,ゴジン,名詞-普通名詞-一般,漢
コングロマリット,コングロマリット,コングロマリット,名詞-普通名詞-一般,外
開創,開創,カイソウ,名詞-普通名詞-サ変可能,漢
指圧,指圧,シアツ,名詞-普通名詞-一般,漢
シャレー,シャレー,シャレー,名詞-普通名詞-一般,外
善女,善女,ゼンニョ,名詞-普通名詞-一般,漢
上訴,上訴,ジョウソ,名詞-普通名詞-サ変可能,漢
スノーボード,スノーボード,スノーボード,名詞-普通名詞-一般,外
離農,離農,リノウ,名詞-普通名詞-サ変可能,漢
街宣,街宣,ガイセン,名詞-普通名詞-一般,漢
サボタージュ,サボタージュ,サボタージュ,名詞-普通名詞-サ変可能,外
休題,休題,キュウダイ,名詞-普通名詞-一般,漢
二の句,二の句,ニノク,名詞-普通名詞-一般,混
剥脱,はく奪,ハクダツ,名詞-普通名詞-サ変可能,漢
同店,同店,ドウテン,名詞-普通名詞-一般,漢
雌伏,雌伏,シフク,名詞-普通名詞-サ変可能,漢
剥落,剥落,ハクラク,名詞-普通名詞-サ変可能,漢
インサイド,インサイド,インサイド,名詞-普通名詞-一般,外
奉戴,奉戴,ホウタイ,名詞-普通名詞-サ変可能,漢
日参,日参,ニッサン,名詞-普通名詞-サ変可能,漢
走破,走破,ソウハ,名詞-普通名詞-サ変可能,漢
商才,商才,ショウサイ,名詞-普通名詞-一般,漢
ポタージュ,ポタージュ,ポタージュ,名詞-普通名詞-一般,外
マグニチュード,Ｍ,マグニチュード,名詞-普通名詞-一般,外
国富,国富,コクフ,名詞-普通名詞-一般,漢
奥の院,奥の院,オクノイン,名詞-普通名詞-一般,混
ダンベル,ダンベル,ダンベル,名詞-普通名詞-一般,外
不敗,不敗,フハイ,名詞-普通名詞-一般,漢
深甚,深甚,シンジン,名詞-普通名詞-形状詞可能,漢
草莽,草莽,ソウモウ,名詞-普通名詞-一般,漢
アルブミン,アルブミン,アルブミン,名詞-普通名詞-一般,外
客分,客分,キャクブン,名詞-普通名詞-一般,漢
来村,来村,ライソン,名詞-普通名詞-サ変可能,漢
式台,式台,シキダイ,名詞-普通名詞-一般,漢
露光,露光,ロコウ,名詞-普通名詞-サ変可能,漢
入船,入船,ニュウセン,名詞-普通名詞-一般,漢
藩札,藩札,ハンサツ,名詞-普通名詞-一般,漢
才蔵,才蔵,サイゾウ,名詞-普通名詞-一般,漢
パッシング,パッシング,パッシング,名詞-普通名詞-一般,外
教本,教本,キョウホン,名詞-普通名詞-一般,漢
古層,古層,コソウ,名詞-普通名詞-一般,漢
昨夕,昨夕,サクユウ,名詞-普通名詞-一般,混
蓄電,蓄電,チクデン,名詞-普通名詞-サ変可能,漢
両書,両書,リョウショ,名詞-普通名詞-一般,漢
異義,異義,イギ,名詞-普通名詞-一般,漢
閑居,閑居,カンキョ,名詞-普通名詞-サ変可能,漢
ジュラシック,ジュラシック,ジュラシック,名詞-普通名詞-一般,外
丞相,丞相,ジョウショウ,名詞-普通名詞-一般,漢
資財,資財,シザイ,名詞-普通名詞-一般,漢
飛雲,飛雲,ヒウン,名詞-普通名詞-一般,漢
法界,法界,ホウカイ,名詞-普通名詞-一般,漢
姦計,姦計,カンケイ,名詞-普通名詞-一般,漢
御家芸,お家芸,オイエゲイ,名詞-普通名詞-一般,混
南天,南天,ナンテン,名詞-普通名詞-一般,漢
オリエンタリズム,オリエンタリズム,オリエンタリズム,名詞-普通名詞-一般,外
折れ線,折れ線,オレセン,名詞-普通名詞-一般,混
最果て,さいはて,サイハテ,名詞-普通名詞-一般,混
種間,種間,シュカン,名詞-普通名詞-一般,漢
失政,失政,シッセイ,名詞-普通名詞-一般,漢
近県,近県,キンケン,名詞-普通名詞-一般,漢
名族,名族,メイゾク,名詞-普通名詞-一般,漢
歯石,歯石,シセキ,名詞-普通名詞-一般,漢
村外,村外,ソンガイ,名詞-普通名詞-一般,漢
反軍,反軍,ハングン,名詞-普通名詞-一般,漢
蛇の目,蛇の目,ジャノメ,名詞-普通名詞-一般,混
有職,有職,ユウショク,名詞-普通名詞-一般,漢
サイロ,サイロ,サイロ,名詞-普通名詞-一般,外
図絵,図絵,ズエ,名詞-普通名詞-一般,漢
納涼,納涼,ノウリョウ,名詞-普通名詞-サ変可能,漢
乾期,乾期,カンキ,名詞-普通名詞-一般,漢
通婚,通婚,ツウコン,名詞-普通名詞-サ変可能,漢
ゼネラリスト,ゼネラリスト,ゼネラリスト,名詞-普通名詞-一般,外
修習,修習,シュウシュウ,名詞-普通名詞-サ変可能,漢
ドーパミン,ドーパミン,ドーパミン,名詞-普通名詞-一般,外
産気,産気,サンケ,名詞-普通名詞-一般,漢
プラシーボ,プラシーボ,プラシーボ,名詞-普通名詞-一般,外
考査,考査,コウサ,名詞-普通名詞-サ変可能,漢
揚力,揚力,ヨウリョク,名詞-普通名詞-一般,漢
